scores
49
45
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
46
52
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
49
45
45
45
45
45
67
45
86
62
56
45
62
52
59
45
75
60
66
54
66
54
54
54
59
54
45
64
63
60
55
55
82
55
45
66
55
74
45
52
63
63
45
54
45
45
60
53
59
60
54
55
45
54
45
45
57
45
45
63
59
45
82
63
84
55
59
55
45
71
52
45
86
45
54
45
54
64
45
75
60
52
54
45
54
64
54
56
64
49
49
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
45
58
45
75
64
81
47
52
53
58
59
58
65
54
54
59
53
64
70
54
45
46
45
75
59
63
45
56
85
54
66
77
64
55
46
45
87
53
53
47
54
63
75
52
47
54
65
47
82
80
59
63
54
105
60
54
60
59
63
55
63
63
59
82
54
62
55
45
45
69
45
62
58
55
58
54
71
75
53
61
54
76
87
84
64
98
80
47
45
60
47
45
54
61
70
74
64
45
52
45
73
54
55
54
54
65
54
61
54
62
45
71
55
53
54
60
45
81
45
65
71
54
71
45
54
64
82
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
47
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
47
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
47
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
47
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
49
48
48
48
48
48
48
50
48
50
49
48
50
48
49
62
48
48
48
48
48
49
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
49
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
49
48
48
48
48
48
48
48
49
48
48
49
48
48
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
